"point","year","sm3_u1","night","species","ccounts","forest","y_coord","x_coord","mic_ht"
"PL11A.W",2015,0,20150812,"mylu",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150816,"myvo",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150816,"eupe",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150816,"tabr",6,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150810,"myvo",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150810,"myth",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150816,"lano",26,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150812,"lano",42,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150810,"epfu",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150810,"euma",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150810,"myci",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150816,"myci",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150812,"laci",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150818,"laci",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150814,"lano",11,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150814,"myca",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150810,"mylu",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150814,"labl",2,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150816,"laci",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150814,"eupe",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150816,"epfu",2,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150814,"euma",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150814,"pahe",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150818,"labl",2,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150816,"myca",15,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150810,"myev",2,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150816,"labl",3,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150814,"myyu",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150818,"myev",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150814,"myci",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150810,"lano",28,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150814,"myev",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150812,"eupe",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150818,"lano",8,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150818,"mylu",3,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150818,"pahe",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150814,"mylu",2,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150814,"myth",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150814,"myvo",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150810,"laci",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150810,"myca",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150810,"eupe",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150810,"labl",1,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150818,"myvo",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150818,"myth",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150818,"tabr",6,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2015,0,20150818,"myyu",0,"plumas/lassen",40.12505,121.03379,3.1
"PL11A.W",2016,0,20160613,"pahe",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160613,"anpa",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160609,"lano",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160607,"tabr",3,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160613,"myyu",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160609,"laci",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160611,"pahe",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160607,"myca",5,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160607,"pahe",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160611,"tabr",2,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160607,"myyu",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160607,"mylu",4,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160613,"tabr",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160613,"myvo",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160615,"anpa",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160607,"myev",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160615,"labl",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160609,"anpa",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160607,"myvo",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160609,"coto",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160607,"myci",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160607,"laci",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160607,"lano",5,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160607,"euma",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160615,"coto",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160613,"myth",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160609,"tabr",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160611,"anpa",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160607,"myth",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160615,"eupe",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160609,"myev",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160613,"myca",1,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160609,"myca",1,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160609,"myci",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160613,"mylu",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160609,"labl",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160613,"epfu",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160611,"myev",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160611,"myvo",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160611,"myth",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160607,"eupe",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160611,"myyu",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160611,"coto",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160609,"epfu",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160611,"euma",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160613,"labl",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160613,"myci",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160613,"myev",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160609,"eupe",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160615,"myth",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160615,"myvo",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160609,"myyu",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160615,"pahe",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160609,"pahe",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160615,"euma",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160607,"labl",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160611,"epfu",2,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160615,"laci",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160615,"mylu",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160613,"eupe",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160613,"laci",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160609,"euma",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160615,"tabr",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160607,"anpa",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160611,"mylu",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160607,"epfu",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160613,"lano",2,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160615,"epfu",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160609,"myth",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160609,"myvo",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160611,"lano",12,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160611,"eupe",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160611,"labl",1,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160615,"myyu",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160613,"coto",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160611,"myci",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160615,"lano",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160615,"myca",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160607,"coto",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160613,"euma",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160611,"myca",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160609,"mylu",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160615,"myev",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160611,"laci",0,"plumas/lassen",40.13,121.03,2.4
"PL11A.W",2016,0,20160615,"myci",0,"plumas/lassen",40.13,121.03,2.4
"PL11B.N",2015,0,20150723,"tabr",1,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150723,"eupe",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150723,"pahe",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150723,"lano",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150719,"lano",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150723,"coto",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150723,"myyu",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150723,"labl",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150717,"euma",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150727,"myev",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150719,"myev",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150727,"myci",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150723,"euma",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150723,"myca",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150723,"anpa",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150719,"epfu",2,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150719,"laci",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150717,"pahe",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150717,"eupe",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150723,"laci",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150719,"myci",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150717,"myyu",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150727,"lano",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150719,"myca",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150727,"mylu",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150725,"anpa",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150725,"coto",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150717,"epfu",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150719,"myth",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150719,"labl",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150719,"coto",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150719,"euma",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150721,"tabr",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150717,"laci",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150725,"myca",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150721,"myyu",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150725,"myci",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150727,"myca",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150723,"epfu",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150727,"myvo",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150717,"myca",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150723,"myci",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150723,"myev",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150717,"mylu",3,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150723,"myth",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150717,"tabr",5,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150719,"anpa",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150727,"laci",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150725,"lano",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150717,"coto",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150721,"myvo",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150717,"labl",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150727,"myth",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150717,"lano",90,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150719,"mylu",1,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150719,"myvo",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150727,"pahe",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150723,"mylu",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150719,"eupe",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150721,"pahe",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150725,"laci",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150717,"anpa",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150727,"eupe",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150727,"labl",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150725,"myev",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150725,"mylu",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150725,"myth",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150725,"myvo",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150725,"eupe",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150725,"labl",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150727,"myyu",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150717,"myth",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150723,"myvo",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150721,"myev",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150727,"euma",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150721,"myca",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150727,"epfu",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150721,"myth",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150719,"myyu",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150719,"pahe",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150719,"tabr",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150717,"myci",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150727,"tabr",17,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150717,"myev",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150721,"eupe",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150717,"myvo",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150721,"myci",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150721,"lano",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150727,"coto",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150725,"myyu",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150721,"mylu",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150725,"epfu",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150725,"euma",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150721,"euma",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150721,"anpa",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150721,"laci",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150727,"anpa",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150721,"epfu",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150721,"labl",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150725,"pahe",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150721,"coto",0,"plumas/lassen",40.13625,121.03114,3
"PL11B.N",2015,0,20150725,"tabr",1,"plumas/lassen",40.13625,121.03114,3
"PL11B.S",2015,0,20150608,"anpa",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150602,"lano",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150602,"myci",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150610,"laci",5,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150608,"coto",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150602,"myca",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150602,"myev",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150606,"tabr",4,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150602,"epfu",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150602,"mylu",2,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150610,"myth",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150610,"myvo",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150602,"laci",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150606,"myvo",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150610,"euma",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150606,"pahe",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150606,"epfu",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150610,"eupe",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150610,"labl",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150606,"coto",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150610,"myca",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150602,"myyu",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150602,"euma",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150610,"lano",1,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150602,"labl",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150610,"epfu",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150610,"coto",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150606,"myth",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150604,"pahe",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150604,"myyu",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150604,"anpa",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150610,"myyu",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150610,"pahe",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150602,"myth",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150602,"anpa",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150602,"coto",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150606,"myyu",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150606,"myev",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150606,"mylu",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150610,"mylu",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150606,"anpa",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150610,"anpa",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150604,"tabr",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150608,"tabr",1,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150604,"coto",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150606,"euma",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150606,"eupe",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150602,"myvo",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150612,"anpa",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150602,"eupe",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150610,"myci",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150610,"myev",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150606,"myca",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150606,"myci",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150612,"tabr",1,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150612,"epfu",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150612,"pahe",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150612,"euma",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150604,"epfu",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150604,"euma",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150606,"labl",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150604,"eupe",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150606,"laci",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150608,"epfu",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150606,"lano",1,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150602,"tabr",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150612,"coto",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150604,"myth",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150604,"myvo",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150612,"myth",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150608,"pahe",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150612,"eupe",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150612,"labl",9,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150612,"laci",1,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150608,"laci",1,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150610,"tabr",0,"plumas/lassen",40.13,121.03,2.6
"PL11B.S",2015,0,20150604,"laci",1,"plumas/lassen",40.13,121.03,2.6
