"point","year","sm3_u1","night","species","ccounts","forest","y_coord","x_coord","mic_ht"
"PW15.4",2017,1,20170730,"myev",2,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170807,"labl",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170807,"laci",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170807,"lano",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170807,"myca",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170809,"eupe",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170809,"labl",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170804,"myvo",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170731,"coto",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170731,"epfu",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170731,"euma",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170807,"epfu",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170807,"euma",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170807,"eupe",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170808,"eupe",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170730,"mylu",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170730,"myth",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170730,"myvo",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170807,"myci",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170809,"myyu",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170809,"pahe",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170727,"anpa",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170727,"coto",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170727,"epfu",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170727,"euma",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170808,"epfu",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170808,"euma",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170806,"lano",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170809,"myci",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170809,"myev",4,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170809,"mylu",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170730,"myyu",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170730,"pahe",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170730,"tabr",4,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170731,"anpa",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170806,"epfu",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170730,"labl",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170730,"laci",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170730,"lano",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170730,"myca",9,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170809,"myca",1,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170805,"myyu",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170806,"myca",5,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170806,"myci",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170809,"myth",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170809,"myvo",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170806,"myth",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170806,"myvo",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170728,"myci",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170728,"myev",5,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170804,"pahe",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170809,"lano",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170802,"myth",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170727,"labl",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170806,"labl",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170728,"pahe",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170728,"tabr",12,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170806,"myev",6,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170806,"mylu",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170729,"epfu",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170804,"myci",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170806,"myyu",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170807,"myth",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170807,"myvo",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170807,"myyu",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170727,"eupe",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170806,"eupe",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170728,"myyu",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170804,"myca",1,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170806,"laci",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170729,"anpa",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170729,"coto",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170806,"tabr",1,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170728,"anpa",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170804,"myev",3,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170806,"coto",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170807,"tabr",6,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170807,"anpa",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170806,"euma",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170728,"myvo",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170804,"lano",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170809,"tabr",1,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170728,"lano",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170804,"laci",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170806,"pahe",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170728,"myth",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170804,"myth",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170728,"coto",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170807,"pahe",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170804,"mylu",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170728,"mylu",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170804,"tabr",1,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170728,"myca",4,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170807,"coto",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170728,"epfu",1,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170728,"eupe",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170728,"labl",0,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170728,"laci",1,"eldorado",38.52522,120.22713,2.7
"PW15.4",2017,1,20170728,"euma",0,"eldorado",38.52522,120.22713,2.7
"PW15.6",2015,1,20150814,"myev",2,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150804,"myth",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150818,"tabr",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150814,"mylu",1,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150804,"mylu",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150808,"myci",1,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150804,"myyu",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150804,"pahe",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150808,"myca",6,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150814,"lano",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150804,"myvo",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150814,"laci",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150818,"mylu",4,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150814,"myth",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150818,"myyu",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150812,"myyu",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150810,"anpa",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150814,"tabr",3,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150814,"myvo",1,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150804,"myev",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150814,"myci",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150816,"epfu",10,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150818,"myth",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150818,"myvo",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150804,"myci",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150808,"tabr",2,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150808,"laci",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150808,"lano",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150818,"labl",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150814,"pahe",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150808,"mylu",2,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150808,"myth",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150814,"myca",3,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150818,"pahe",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150812,"lano",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150812,"myca",3,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150812,"myci",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150812,"myev",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150812,"mylu",1,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150812,"myth",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150810,"coto",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150810,"epfu",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150814,"myyu",1,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150804,"tabr",6,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150806,"anpa",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150816,"anpa",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150816,"coto",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150818,"myci",3,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150814,"euma",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150814,"eupe",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150814,"labl",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150808,"pahe",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150818,"coto",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150812,"myvo",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150818,"eupe",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150808,"labl",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150808,"myev",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150818,"laci",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150818,"lano",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150818,"myca",6,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150806,"epfu",3,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150806,"euma",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150816,"euma",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150816,"eupe",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150816,"labl",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150804,"laci",1,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150818,"epfu",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150818,"euma",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150816,"myca",30,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150816,"myci",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150810,"eupe",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150810,"labl",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150806,"coto",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150812,"laci",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150816,"myyu",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150816,"pahe",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150816,"tabr",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150818,"anpa",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150810,"mylu",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150816,"laci",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150816,"lano",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150808,"eupe",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150810,"myyu",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150816,"myev",4,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150812,"pahe",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150812,"tabr",2,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150814,"anpa",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150814,"coto",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150818,"myev",1,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150804,"lano",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150804,"myca",2,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150808,"coto",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150808,"epfu",2,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150808,"euma",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150810,"myvo",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150806,"labl",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150810,"pahe",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150810,"euma",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150816,"myth",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150812,"epfu",2,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150810,"laci",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150810,"lano",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150810,"myca",2,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150810,"myev",1,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150808,"myyu",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150806,"eupe",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150810,"myth",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150812,"anpa",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150804,"anpa",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150806,"laci",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150816,"mylu",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150806,"tabr",1,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150808,"anpa",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150816,"myvo",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150806,"pahe",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150810,"tabr",1,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150806,"myca",10,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150810,"myci",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150804,"labl",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150804,"epfu",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150814,"epfu",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150812,"coto",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150804,"coto",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150806,"myth",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150806,"lano",2,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150808,"myvo",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150806,"myyu",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150804,"eupe",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150812,"euma",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150812,"eupe",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150806,"myci",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150804,"euma",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150806,"myev",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150806,"mylu",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150812,"labl",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2015,1,20150806,"myvo",0,"eldorado",38.52491,120.22245,2.3
"PW15.6",2016,1,20160610,"tabr",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160616,"myca",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160612,"anpa",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160622,"lano",2,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160622,"myci",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160608,"coto",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160618,"euma",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160622,"laci",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160622,"myca",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160618,"laci",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160612,"myca",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160618,"eupe",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160608,"anpa",1,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160622,"eupe",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160612,"coto",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160616,"lano",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160622,"labl",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160610,"pahe",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160618,"myci",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160618,"lano",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160610,"myyu",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160618,"anpa",10,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160616,"epfu",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160616,"euma",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160612,"myci",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160608,"epfu",3,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160608,"euma",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160618,"labl",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160622,"myev",1,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160622,"mylu",4,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160618,"myca",1,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160612,"eupe",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160618,"myev",2,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160618,"epfu",1,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160616,"coto",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160616,"tabr",2,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160612,"lano",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160616,"eupe",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160616,"labl",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160616,"laci",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160620,"pahe",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160620,"tabr",3,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160612,"epfu",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160612,"euma",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160622,"myth",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160622,"myvo",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160618,"coto",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160618,"mylu",7,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160618,"myth",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160618,"myvo",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160620,"mylu",10,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160620,"myth",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160612,"myev",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160612,"mylu",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160608,"eupe",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160612,"pahe",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160612,"tabr",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160610,"eupe",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160620,"eupe",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160622,"myyu",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160616,"anpa",2,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160620,"myci",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160620,"myev",2,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160622,"euma",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160618,"myyu",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160620,"myvo",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160620,"myyu",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160620,"anpa",5,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160620,"coto",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160612,"myth",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160616,"myci",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160616,"myev",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160616,"mylu",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160616,"myvo",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160616,"myyu",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160616,"pahe",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160614,"labl",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160610,"myev",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160618,"pahe",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160618,"tabr",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160610,"myvo",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160614,"myci",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160620,"epfu",4,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160612,"myvo",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160608,"labl",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160608,"laci",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160608,"lano",9,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160608,"myca",5,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160614,"eupe",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160610,"myci",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160620,"lano",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160610,"mylu",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160610,"myth",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160614,"myca",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160622,"tabr",5,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160614,"myev",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160620,"euma",0,"eldorado",38.53,120.22,2.5
"PW15.6",2016,1,20160614,"myvo",0,"eldorado",38.53,120.22,2.5
